,Locality,Type of property,Subtype of property,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Floor of appartment,Number of floors,Balcony,State of the property,Build Year,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Entry phone,Elevator,Number of showers,Number of facades,Terrace,Surface terrace,Surface bedroom 2,Security door,Access for disabled,Sewer Connection,Garden,Surface garden,Surface bedroom 3,Garage
0,1000 Brussels,flat,apartment,333500,2,100.0,Super equipped,1,1,1,4,0,Normal,,13.568253840466749,0,29.289579041728047,0,10.894768364049595,1,0,1,2,0,0,10.983073043101928,0,0,1,0,318.3056755991269,8.9171609127769,0
1,1000 Brussels,flat,apartment,379000,1,80.0,Super equipped,1,1,3,3,0,Normal,1997,21.0,0,25.0,1,22.0,1,1,1,2,0,0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0
2,1000 Brussels,flat,apartment,295000,2,80.0,Partially equipped,1,1,,3,0,Normal,,10.854603072373399,0,28.0,0,8.715814691239675,1,0,1,2,1,4.0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0
3,1000 Brussels,flat,loft,635000,2,217.0,Super equipped,1,3,4,4,0,Fully renovated,1900,25.0,0,63.55838652054987,0,23.641647349987622,1,1,1,2,1,40.0,21.0,1,1,1,0,690.7233160501054,19.350239180725872,0
4,1000 Brussels,flat,loft,595000,2,207.0,Partially equipped,2,2,3,4,0,Fully renovated,1900,16.0,0,60.62942861637706,0,22.552170513582663,1,1,2,2,1,10.0,16.0,0,1,1,0,658.8927484901927,18.458523089448185,0
5,1000 Brussels,flat,duplex,615000,2,170.0,Super equipped,1,2,,5,0,Normal,1890,23.066031528793474,0,49.79228437093768,0,18.521106218884313,1,0,1,3,1,40.0,18.67122417327328,0,0,1,0,541.1196485185158,15.15917355172073,0
6,1000 Brussels,flat,duplex,615000,1,170.0,Super equipped,1,2,,5,0,Normal,1890,23.066031528793474,0,49.79228437093768,0,18.521106218884313,1,0,1,3,1,40.0,18.67122417327328,0,0,1,0,541.1196485185158,15.15917355172073,0
7,1000 Brussels,flat,apartment,515000,3,130.0,Partially equipped,2,1,1,7,0,Normal,2022,17.638729992606773,0,38.07645275424646,0,14.163198873264474,1,0,1,2,1,15.0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,0
8,1000 Brussels,flat,apartment,550000,3,130.0,Partially equipped,2,1,4,7,0,Normal,2022,17.638729992606773,0,38.07645275424646,0,14.163198873264474,1,0,1,2,1,14.0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,0
9,1000 Brussels,flat,apartment,355000,1,82.0,Fully equipped,1,1,,,0,Normal,2013,11.125968149182734,0,24.017454814217,0,8.933710058520669,1,0,1,2,1,5.0,9.006119895343582,0,0,1,0,261.0106539912841,7.312071948477058,0
10,1000 Brussels,flat,apartment,375000,1,73.0,Fully equipped,1,1,,,0,Normal,2013,9.904825303540726,0,21.381392700461475,0,7.953180905756205,1,0,1,2,1,26.0,8.017643321464409,0,0,1,0,232.36314318736265,6.509527466327137,0
11,1000 Brussels,flat,apartment,395000,2,107.0,Fully equipped,2,1,,,0,Normal,2013,14.51803160929942,0,31.339849574649012,0,11.657402149533066,1,0,1,2,0,0,11.751888156119064,0,0,1,0,340.5870728910658,9.541362176671283,0
12,1000 Brussels,flat,apartment,455000,2,107.0,Fully equipped,1,1,,,0,Normal,2013,14.51803160929942,0,31.339849574649012,0,11.657402149533066,1,0,1,2,1,12.0,11.751888156119064,0,0,1,0,340.5870728910658,9.541362176671283,0
13,1000 Brussels,flat,apartment,470000,2,105.0,Fully equipped,1,1,,,0,Normal,2013,14.246666532490085,0,30.75405799381445,0,11.439506782252074,1,0,1,2,1,20.0,11.532226695257025,0,0,1,0,334.2209593790833,9.363018958415745,0
14,1000 Brussels,flat,apartment,229000,2,80.0,Partially equipped,1,1,5,6,0,Excellent,2008,13.0,0,26.0,0,13.0,1,1,1,2,1,3.0,9.0,0,1,1,0,254.64454047930155,7.13372873022152,0
15,1000 Brussels,flat,apartment,199000,1,56.0,Partially equipped,1,1,1,4,0,Excellent,2010,14.0,0,25.0,1,6.101070283867774,1,1,1,2,0,0,6.15052090413708,0,1,1,0,178.25117833551107,4.993610111155064,0
16,1000 Brussels,flat,apartment,749000,2,150.0,Partially equipped,1,2,1,7,0,Excellent,,22.0,0,43.93436856259207,0,16.34215254607439,1,1,1,2,1,4.0,11.0,0,0,1,0,477.4585133986904,13.37574136916535,0
17,1000 Brussels,flat,duplex,439000,4,205.0,Partially equipped,2,2,2,3,0,Excellent,,27.814920372956834,0,60.043637035542496,0,22.33427514630167,1,0,1,2,0,0,22.515299738358955,0,0,1,0,652.5266349782102,18.280179871192644,0
18,1000 Brussels,flat,studio,180000,,40.0,Partially equipped,1,1,,,0,Normal,,5.427301536186699,1,15.0,0,4.357907345619838,1,1,1,2,1,4.0,4.393229217240772,0,0,1,0,127.32227023965078,3.56686436511076,0
19,1000 Brussels,house,residence,348000,2,173.0,Partially equipped,1,1,,,0,Normal,,23.473079144007475,0,50.67097174218952,0,18.8479492698058,0,0,1,2,0,0,19.000716364566337,0,0,1,0,550.6688187864896,15.426688379104037,0
20,1000 Brussels,flat,apartment,310000,1,95.0,Super equipped,1,2,5,5,0,Normal,,18.0,0,65.0,0,10.350029945847115,1,0,2,2,0,0,10.433919390946834,0,0,1,0,302.3903918191706,8.471302867138055,0
21,1000 Brussels,flat,studio,165000,,37.0,Partially equipped,1,1,2,8,0,Normal,1968,5.020253920972697,0,24.0,0,5.0,1,1,1,2,0,0,4.063737025947714,0,0,1,0,117.77309997167696,3.299349537727453,0
22,1000 Brussels,flat,studio,165000,1,36.0,Partially equipped,1,1,,,0,Fully renovated,1970,4.88457138256803,0,10.544248455022098,0,3.922116611057854,1,0,1,2,0,0,3.9539062955166946,0,0,1,0,114.5900432156857,3.210177928599684,0
23,1000 Brussels,flat,apartment,399000,2,96.0,Super equipped,1,1,2,6,0,Normal,2019,17.0,0,40.0,1,10.0,1,1,1,4,1,9.0,10.0,1,1,1,0,305.5734485751618,8.560474476265824,0
24,1000 Brussels,flat,apartment,140000,1,45.0,Partially equipped,1,1,3,4,0,Excellent,,8.0,0,19.0,0,4.902645763822318,1,0,1,2,0,0,4.9423828693958685,0,0,1,0,143.2375540196071,4.012722410749605,0
25,1000 Brussels,flat,duplex,560000,1,177.0,Super equipped,1,1,,3,0,Normal,1920,18.0,0,60.0,1,16.0,1,0,1,2,1,25.0,19.440039286290414,0,1,1,1,125.0,15.783374815615113,0
26,1000 Brussels,flat,apartment,295000,3,110.0,Partially equipped,1,2,1,3,0,Excellent,1900,22.0,0,35.0,0,11.984245200454554,1,0,1,2,1,7.0,15.0,0,0,1,0,350.1362431590396,11.0,0
27,1000 Brussels,flat,apartment,289000,2,90.0,Super equipped,1,1,1,7,0,Normal,,12.0,0,27.0,1,18.0,1,1,1,2,0,0,10.0,1,1,1,0,286.4751080392142,8.02544482149921,0
28,1000 Brussels,house,residence,389000,3,155.0,Partially equipped,1,2,,,0,Excellent,1957,16.0,0,23.0,1,18.0,0,0,1,2,1,40.0,14.0,0,0,1,0,493.3737971786467,7.0,1
29,1000 Brussels,flat,apartment,149900,1,32.0,Fully equipped,1,1,,,0,Normal,,4.3418412289493595,0,9.372665293352975,0,3.4863258764958704,1,0,1,2,0,0,3.5145833737926173,0,0,1,0,101.85781619172062,2.853491492088608,0
30,1000 Brussels,flat,apartment,830000,3,216.0,Not equipped,2,1,7,7,0,To be renovated,1968,30.0,0,63.26549073013258,1,14.0,1,1,1,2,1,45.0,16.0,0,0,0,0,687.5402592941142,10.0,0
31,1000 Brussels,house,residence,699000,1,,Partially equipped,1,1,,,0,To be renovated,,,0,,0,,0,0,1,2,0,0,,0,0,1,0,,,0
32,1000 Brussels,flat,loft,645000,2,180.0,Partially equipped,2,1,,3,0,Normal,2001,15.0,0,52.721242275110484,1,19.610583055289272,1,1,1,2,1,25.0,12.0,1,0,1,0,572.9502160784284,16.05088964299842,1
33,1000 Brussels,flat,studio,165000,,40.0,Partially equipped,1,1,2,7,0,Excellent,1996,5.427301536186699,0,24.0,1,4.357907345619838,1,1,1,3,0,0,4.393229217240772,0,1,1,0,127.32227023965078,3.56686436511076,0
34,1000 Brussels,flat,penthouse,1249000,4,187.0,Partially equipped,2,2,3,4,0,New,2021,15.0,0,54.0,1,20.37321684077274,1,1,1,3,1,73.0,15.0,1,1,1,0,595.2316133703673,9.0,1
35,1000 Brussels,flat,apartment,430000,1,77.0,Super equipped,1,2,1,4,0,New,2021,14.0,0,35.0,1,8.388971640318188,1,1,1,3,0,0,8.456966243188486,1,1,1,0,245.09537021132772,6.866213902838213,0
36,1000 Brussels,flat,apartment,279000,1,65.0,Super equipped,1,1,,5,0,Normal,2002,14.0,0,26.0,1,7.081599436632237,1,1,1,3,0,0,7.138997478016254,0,0,1,1,206.8986891394325,5.796154593304985,0
37,1000 Brussels,house,residence,389000,2,100.0,Super equipped,1,2,,2,0,Normal,,13.568253840466749,0,29.289579041728047,0,10.894768364049595,0,0,1,2,1,25.0,10.983073043101928,0,0,1,0,318.3056755991269,8.9171609127769,0
38,1000 Brussels,flat,apartment,380000,2,80.0,Super equipped,1,1,1,4,0,Excellent,1930,12.0,0,29.0,1,7.0,1,0,1,2,0,0,13.0,0,0,1,0,254.64454047930155,7.13372873022152,0
39,1000 Brussels,flat,ground-floor,349000,1,126.0,Super equipped,1,2,,3,0,Fully renovated,1900,17.0,0,44.0,0,10.0,1,0,1,2,1,5.0,13.83867203430843,0,0,1,0,401.06515125489994,11.235622750098894,0
40,1000 Brussels,house,residence,315000,3,100.0,Super equipped,1,2,,2,0,To be renovated,1874,13.0,0,19.0,0,10.894768364049595,0,0,1,2,0,0,16.0,0,0,1,0,318.3056755991269,12.0,0
41,1000 Brussels,flat,loft,720000,2,190.0,Super equipped,1,2,2,6,0,Normal,,16.0,0,74.0,1,24.0,1,1,1,2,0,0,11.0,1,0,1,0,604.7807836383412,16.94260573427611,1
42,1000 Brussels,flat,studio,185000,,33.0,Partially equipped,1,1,,6,0,Normal,2000,4.477523767354027,1,18.0,0,3.5952735601363663,1,1,1,2,1,3.0,3.6244141042236366,0,0,1,0,105.04087294771189,2.942663101216377,0
43,1000 Brussels,flat,ground-floor,640000,2,110.0,Super equipped,2,2,,4,0,New,2021,14.0,0,43.0,1,11.984245200454554,1,1,1,3,1,24.0,11.0,1,1,1,1,213.0,9.80887700405459,1
44,1000 Brussels,flat,apartment,199000,1,40.0,Super equipped,1,1,,5,0,Normal,,5.427301536186699,0,18.0,0,4.357907345619838,1,1,1,2,0,0,4.393229217240772,0,0,1,0,127.32227023965078,3.56686436511076,0
45,1000 Brussels,flat,apartment,165000,,33.0,Partially equipped,1,1,,7,0,Normal,2014,4.477523767354027,1,19.0,0,3.5952735601363663,1,1,1,2,0,0,3.6244141042236366,0,0,1,0,105.04087294771189,2.942663101216377,0
46,1000 Brussels,flat,apartment,595000,2,109.0,Super equipped,1,2,1,4,0,New,2021,15.0,0,41.0,1,11.875297516814058,1,1,1,3,1,13.0,12.0,1,1,1,0,346.95318640304833,9.719705394926821,0
47,1000 Brussels,flat,apartment,785000,3,144.0,Super equipped,2,2,2,4,0,New,2021,15.0,0,48.0,1,15.688466444231416,1,1,1,3,1,12.0,15.0,0,1,1,0,458.3601728627428,9.0,1
48,1000 Brussels,flat,apartment,239000,2,68.0,Partially equipped,1,1,,7,0,Normal,2009,9.22641261151739,1,32.0,0,7.4084424875537245,1,1,1,2,1,1.0,7.468489669309312,0,0,1,0,216.4478594074063,6.063669420688292,0
49,1000 Brussels,flat,apartment,185000,1,39.0,Super equipped,1,1,,8,0,Normal,2010,5.291618997782032,1,23.0,0,4.248959661979342,1,1,1,3,1,3.0,4.2833984868097525,0,0,1,0,124.1392134836595,3.477692755982991,0
50,1000 Brussels,flat,apartment,240000,1,62.0,Partially equipped,1,1,,15,0,Normal,2015,8.412317381089384,0,18.15953900587139,0,6.754756385710749,1,1,1,2,1,7.0,6.809505286723196,0,0,1,0,197.34951887145868,5.528639765921678,0
51,1000 Brussels,house,residence,1490000,5,,Fully equipped,4,6,,,0,Normal,,,0,,0,,0,0,1,2,0,0,,0,0,1,0,,,0
52,1000 Brussels,flat,apartment,1490000,5,,Fully equipped,4,6,,,0,Normal,,,0,,0,,1,0,1,2,0,0,,0,0,1,0,,,0
53,1000 Brussels,flat,apartment,220000,1,60.0,Partially equipped,1,1,2,4,0,To be renovated,,23.0,0,42.0,1,7.0,1,0,1,2,0,0,19.0,0,0,1,0,190.98340535947617,5.35029654766614,0
54,1000 Brussels,house,residence,449000,2,250.0,Partially equipped,1,2,,2,0,To be renovated,1940,30.0,0,38.0,0,15.0,0,0,1,3,1,16.0,14.0,0,0,1,0,795.7641889978173,22.29290228194225,1
55,1000 Brussels,house,mixed-building,550000,,,Partially equipped,1,4,,3,0,Excellent,,,0,,0,,0,0,4,2,0,0,,0,0,1,0,,,0
56,1000 Brussels,flat,apartment,299000,3,105.0,Super equipped,1,2,,6,0,Normal,2004,14.246666532490085,0,30.75405799381445,0,11.439506782252074,1,1,1,2,0,0,11.532226695257025,0,0,1,0,334.2209593790833,9.363018958415745,0
57,1000 Brussels,house,mixed-building,1350000,6,300.0,Partially equipped,3,5,,3,0,Normal,1837,40.70476152140024,0,87.86873712518414,0,32.68430509214878,0,0,1,2,1,50.0,32.94921912930579,0,0,1,0,954.9170267973808,26.7514827383307,0
58,1000 Brussels,flat,studio,220000,,60.0,Super equipped,1,1,1,4,0,To be renovated,,12.0,0,32.0,1,6.536861018429757,1,0,1,2,0,0,6.589843825861157,0,0,1,0,190.98340535947617,5.35029654766614,0
59,1000 Brussels,flat,apartment,200000,1,45.0,Partially equipped,1,1,,8,0,Normal,2011,6.1057142282100365,1,24.0,0,4.902645763822318,1,1,1,2,1,4.0,4.9423828693958685,0,0,1,0,143.2375540196071,4.012722410749605,0
60,1000 Brussels,flat,apartment,399000,3,128.0,Super equipped,2,1,4,4,0,Normal,,17.367364915797438,0,37.4906611734119,0,13.945303505983482,1,0,1,2,0,0,14.05833349517047,0,0,1,0,407.43126476688246,11.413965968354432,0
61,1000 Brussels,flat,apartment,520000,2,149.0,Super equipped,2,2,4,6,0,Excellent,,20.216698222295456,1,43.641472772174794,1,16.233204862433897,1,1,2,2,1,12.0,16.364778834221873,0,0,1,0,474.2754566426991,13.286569760037581,0
62,1000 Brussels,flat,apartment,495000,2,167.0,Super equipped,2,2,3,6,0,Excellent,,22.65898391357947,0,48.913596999685836,1,18.194263167962824,1,1,2,2,1,9.0,18.34173198198022,0,0,1,0,531.570478250542,14.891658724337423,0
63,1000 Brussels,flat,apartment,563000,2,,Partially equipped,2,1,,,0,New,,14.0,0,,0,,1,1,1,2,0,0,14.0,0,0,1,0,,,0
64,1000 Brussels,flat,studio,185000,,38.0,Partially equipped,1,1,4,10,0,Excellent,,5.155936459377364,0,22.0,1,7.0,1,1,1,2,1,,4.173567756378733,0,0,1,0,120.95615672766823,3.388521146855222,0
65,1000 Brussels,flat,apartment,165000,1,48.0,Fully equipped,1,1,1,,0,Normal,,6.512761843424039,1,14.058997940029464,0,5.229488814743806,1,0,1,2,0,0,5.2718750606889255,0,0,1,0,152.7867242875809,4.280237238132912,0
66,1000 Brussels,house,residence,595000,5,202.0,Not equipped,1,2,,3,0,To be renovated,1900,24.0,0,30.0,1,8.0,1,0,1,2,1,8.0,14.0,0,0,1,1,25.0,22.0,0
67,1000 Brussels,flat,apartment,395000,1,124.0,Partially equipped,2,2,2,5,0,Excellent,,27.0,0,45.0,1,13.509512771421498,1,1,1,2,0,0,13.619010573446392,1,0,1,0,394.69903774291737,11.057279531843356,0
68,1000 Brussels,flat,apartment,429000,3,110.0,Partially equipped,1,2,1,7,0,Excellent,1932,16.0,0,34.0,1,11.0,1,1,1,2,1,5.0,21.0,1,1,1,0,350.1362431590396,9.0,0
69,1000 Brussels,flat,apartment,375000,2,91.0,Super equipped,1,2,,,0,Normal,1930,12.34711099482474,0,26.65351692797252,0,9.914239211285132,1,1,1,2,1,15.0,9.994596469222756,0,0,1,0,289.6581647952055,8.11461643062698,0
70,1000 Brussels,flat,apartment,840000,3,158.0,Partially equipped,3,1,,,0,Excellent,,21.437841067937462,0,46.277534885930315,0,17.21373401519836,1,0,1,2,1,8.0,17.35325540810105,0,0,1,0,502.92296744662053,14.089114242187502,0
71,1000 Brussels,flat,loft,550000,3,362.0,Partially equipped,3,1,3,5,0,Normal,,23.0,0,106.02827613105553,0,29.0,1,1,1,2,0,0,12.0,0,0,1,0,1152.2665456688394,12.0,1
72,1000 Brussels,house,residence,1400000,4,300.0,Not equipped,1,1,,4,0,Normal,1743,18.0,0,87.86873712518414,0,32.68430509214878,0,0,1,2,0,0,15.0,0,0,0,0,954.9170267973808,21.0,0
73,1000 Brussels,flat,apartment,424000,3,125.0,Partially equipped,1,1,,,0,To be renovated,,16.960317300583437,0,34.0,0,13.618460455061994,1,1,1,2,1,9.0,13.728841303877411,0,0,1,0,397.88209449890866,11.146451140971125,0
74,1000 Brussels,flat,apartment,265000,1,55.0,Super equipped,1,1,,4,0,Normal,2009,14.0,0,16.109268472950426,1,5.992122600227277,1,1,1,2,0,0,6.040690173706061,1,1,1,0,175.0681215795198,4.904438502027295,0
75,1000 Brussels,flat,apartment,925000,3,190.0,Super equipped,3,3,1,6,0,Fully renovated,1962,20.0,0,50.0,1,12.0,1,1,1,3,1,135.0,18.0,1,1,1,0,604.7807836383412,16.0,1
76,1000 Brussels,flat,apartment,440000,2,92.0,Super equipped,1,1,3,4,0,Normal,2002,14.0,0,30.0,1,8.0,1,1,1,2,0,0,10.0,0,0,1,0,292.8412215511968,8.203788039754748,1
77,1000 Brussels,flat,ground-floor,390000,2,98.0,Partially equipped,1,2,,,0,New,2019,13.296888763657414,0,28.703787460893487,0,10.676872996768603,0,0,1,2,0,0,10.76341158223989,0,0,0,0,311.9395620871444,8.738817694521362,0
78,1000 Brussels,flat,duplex,425000,1,96.0,Super equipped,1,1,3,4,0,Fully renovated,1900,30.0,0,35.0,1,10.458977629487611,1,0,1,2,1,12.0,10.543750121377851,0,0,1,0,305.5734485751618,8.560474476265824,0
79,1000 Brussels,flat,penthouse,850000,3,212.0,Super equipped,1,1,4,4,0,Normal,,28.764698141789506,0,62.093907568463464,1,23.09690893178514,1,1,1,2,1,43.0,23.28411485137609,0,0,1,0,674.808032270149,18.90438113508703,1
80,1000 Brussels,flat,penthouse,499000,2,115.0,Partially equipped,1,1,7,7,0,Excellent,,13.0,0,33.683015897987254,0,12.528983618657035,1,0,1,2,1,30.0,11.0,0,0,1,0,366.05152693899595,10.254735049693435,1
81,1000 Brussels,flat,penthouse,610000,3,132.0,Partially equipped,2,1,,,0,Normal,,17.91009506941611,0,38.66224433508102,0,14.381094240545465,1,0,1,2,1,,14.497656416894547,0,0,1,0,420.16349179084756,11.770652404865508,0
82,1000 Brussels,house,residence,525000,6,314.0,Partially equipped,3,3,,,0,To be renovated,1900,42.60431705906559,0,91.96927819102606,0,34.20957266311573,0,0,1,2,0,0,34.486849355340055,0,0,1,0,999.4798213812585,27.999885266119467,0
83,1000 Brussels,house,residence,380000,4,115.0,Not equipped,2,1,,,0,Normal,,15.603491916536761,0,33.683015897987254,0,12.528983618657035,0,0,1,2,0,0,12.630533999567218,0,0,0,0,366.05152693899595,10.254735049693435,0
84,1000 Brussels,house,residence,650000,8,210.0,Super equipped,1,3,,,0,Normal,,28.49333306498017,0,61.5081159876289,0,22.87901356450415,0,0,2,2,1,8.0,23.06445339051405,0,0,1,0,668.4419187581666,18.72603791683149,0
85,1000 Brussels,flat,apartment,500000,2,113.0,Partially equipped,1,1,2,,0,Normal,1998,14.0,0,33.097224317152694,0,12.311088251376043,1,1,1,2,1,3.0,18.0,0,0,1,0,359.68541342701343,10.076391831437897,1
86,1000 Brussels,flat,apartment,325000,2,113.0,Partially equipped,1,1,,6,0,Normal,,15.332126839727426,0,33.097224317152694,0,12.311088251376043,1,1,1,2,0,0,12.41087253870518,0,0,1,0,359.68541342701343,10.076391831437897,0
87,1000 Brussels,flat,apartment,380000,1,,Fully equipped,1,1,3,,0,Excellent,,15.0,1,28.0,1,12.0,1,1,1,2,1,,,0,0,1,0,,,1
88,1000 Brussels,flat,apartment,245000,1,73.0,Super equipped,1,1,,4,0,Normal,,9.904825303540726,0,21.381392700461475,0,7.953180905756205,1,1,1,2,1,2.0,8.017643321464409,0,0,1,0,232.36314318736265,6.509527466327137,0
89,1000 Brussels,flat,apartment,199000,2,73.0,Partially equipped,1,1,,7,0,Excellent,,9.904825303540726,0,25.0,0,7.953180905756205,1,1,1,2,1,2.0,8.017643321464409,0,0,1,0,232.36314318736265,6.509527466327137,0
90,1000 Brussels,flat,apartment,210000,1,50.0,Super equipped,1,1,,4,0,Normal,,6.7841269202333745,0,14.644789520864023,0,5.4473841820247975,1,1,1,2,1,2.0,5.491536521550964,0,0,1,0,159.15283779956346,4.45858045638845,0
91,1000 Brussels,flat,apartment,1400000,3,350.0,Super equipped,2,4,,4,0,Normal,1910,78.0,0,60.0,0,15.0,1,0,1,2,1,,38.44075565085675,0,0,1,0,1114.0698645969442,31.21006319471915,0
92,1000 Brussels,flat,apartment,325000,2,85.0,Partially equipped,1,1,1,3,0,Normal,2005,14.0,0,24.89614218546884,1,9.260553109442156,1,1,1,2,1,3.0,13.0,0,1,1,0,270.5598242592579,7.579586775860365,1
93,1000 Brussels,flat,apartment,160000,1,38.0,Fully equipped,1,1,6,,1,Normal,,5.155936459377364,1,11.130040035856657,0,4.140011978338846,1,1,1,2,0,0,4.173567756378733,0,0,1,0,120.95615672766823,3.388521146855222,0
94,1000 Brussels,flat,apartment,225000,2,,Partially equipped,1,1,7,,0,Normal,,,0,,1,,1,0,1,2,0,0,,0,0,1,0,,,0
95,1000 Brussels,flat,apartment,225000,1,60.0,Partially equipped,1,1,,8,0,Normal,2011,8.140952304280049,1,30.0,0,6.536861018429757,1,1,1,2,1,4.0,6.589843825861157,0,0,1,0,190.98340535947617,5.35029654766614,0
96,1000 Brussels,flat,penthouse,249000,1,75.0,Partially equipped,1,1,,5,0,Normal,1940,10.17619038035006,0,40.0,0,8.171076273037196,1,0,1,2,1,30.0,8.237304782326447,0,0,1,0,238.7292566993452,6.687870684582675,0
97,1000 Brussels,flat,apartment,249000,1,75.0,Partially equipped,1,1,,5,0,Normal,1940,10.17619038035006,0,40.0,0,8.171076273037196,1,0,1,2,1,30.0,8.237304782326447,0,0,1,0,238.7292566993452,6.687870684582675,0
98,1000 Brussels,flat,apartment,420000,2,110.0,Partially equipped,1,1,3,3,0,Excellent,1990,13.0,0,33.0,0,11.984245200454554,1,0,1,2,1,25.0,17.0,0,0,1,0,350.1362431590396,9.80887700405459,1
99,1000 Brussels,house,mixed-building,985000,4,265.0,Partially equipped,4,4,,4,0,To be renovated,1897,14.0,0,35.0,1,28.87113616473143,1,0,4,2,1,10.0,14.0,0,0,1,0,843.5100403376864,14.0,1
100,1000 Brussels,house,mixed-building,440000,,,Partially equipped,6,6,,3,0,Normal,,,0,,0,,0,0,6,2,0,0,,0,0,1,0,,,0
101,1000 Brussels,flat,apartment,195000,1,66.0,Partially equipped,1,1,,3,0,Excellent,1970,15.0,0,19.33112216754051,0,7.190547120272733,1,1,1,2,0,0,7.248828208447273,0,0,1,0,210.08174589542378,5.885326202432754,0
102,1000 Brussels,flat,studio,155000,,31.0,Partially equipped,1,1,,,0,Normal,2008,4.206158690544692,0,9.079769502935696,0,3.3773781928553746,1,0,1,2,1,5.0,3.404752643361598,0,0,1,0,98.67475943572934,2.764319882960839,1
103,1000 Brussels,flat,apartment,230000,3,90.0,Super equipped,1,1,,22,0,Normal,1973,12.211428456420073,0,26.360621137555242,0,9.805291527644636,1,1,1,2,1,20.0,9.884765738791737,0,0,1,0,286.4751080392142,8.02544482149921,0
104,1000 Brussels,house,mixed-building,569000,3,123.0,Partially equipped,1,1,,,0,Excellent,,20.0,0,30.0,0,13.400565087781002,1,0,1,2,0,0,20.0,0,0,1,0,391.51598098692614,10.968107922715587,0
105,1000 Brussels,flat,apartment,230000,1,55.0,Super equipped,1,1,1,3,0,Normal,,15.0,1,26.0,1,4.0,1,0,1,2,0,0,6.040690173706061,0,0,1,0,175.0681215795198,4.904438502027295,0
106,1000 Brussels,house,residence,555000,4,385.0,Partially equipped,2,1,,,0,To be renovated,,22.0,0,18.0,0,7.0,1,0,1,2,0,0,19.0,0,0,1,0,1225.4768510566387,22.0,0
107,1000 Brussels,flat,apartment,895000,4,202.0,Partially equipped,4,2,,3,0,Normal,,27.407872757742833,1,59.16494966429066,0,22.00743209538018,1,0,1,2,0,0,22.185807547065895,0,0,1,0,642.9774647102364,18.01266504380934,0
108,1000 Brussels,house,mixed-building,549000,2,250.0,Super equipped,1,3,,3,0,Normal,1937,10.0,0,73.22394760432012,0,27.236920910123988,0,0,1,2,1,15.0,10.0,0,0,1,0,795.7641889978173,22.29290228194225,0
109,1000 Brussels,house,mixed-building,490000,3,150.0,Partially equipped,3,1,,3,0,To be renovated,,10.0,0,10.0,0,16.34215254607439,0,0,1,3,0,0,10.0,0,0,1,0,477.4585133986904,10.0,0
110,1000 Brussels,flat,apartment,405000,2,98.0,Partially equipped,1,1,6,6,0,Excellent,1940,18.0,0,34.0,1,8.0,1,1,1,2,0,0,15.0,1,1,1,0,311.9395620871444,8.738817694521362,0
111,1000 Brussels,flat,apartment,244000,2,71.0,Partially equipped,1,1,,6,0,Normal,2009,9.633460226731392,1,29.0,0,7.735285538475212,1,1,1,2,1,4.0,7.79798186060237,0,0,1,0,225.9970296753801,6.331184248071599,0
112,1000 Brussels,flat,duplex,765000,3,170.0,Super equipped,2,3,1,2,0,Normal,1600,21.0,0,35.0,0,18.521106218884313,1,0,1,2,1,55.0,20.0,0,0,1,0,541.1196485185158,18.0,0
113,1000 Brussels,flat,apartment,275000,2,80.0,Super equipped,1,1,1,4,0,Excellent,,11.0,0,25.0,0,8.715814691239675,1,1,1,2,1,4.0,14.0,0,0,1,0,254.64454047930155,7.13372873022152,0
114,1000 Brussels,flat,apartment,330000,2,110.0,Not equipped,1,1,4,6,0,Normal,1963,16.0,0,32.21853694590085,0,11.984245200454554,0,1,1,2,0,0,9.0,0,0,0,0,350.1362431590396,9.80887700405459,0
115,1000 Brussels,flat,apartment,185000,1,33.0,Super equipped,1,1,,8,0,Normal,2010,4.477523767354027,1,9.665561083770255,0,3.5952735601363663,1,1,1,3,0,0,3.6244141042236366,0,0,1,0,105.04087294771189,2.942663101216377,0
116,1000 Brussels,flat,apartment,255000,2,80.0,Fully equipped,1,1,,,0,Normal,2015,10.854603072373399,0,23.431663233382437,0,8.715814691239675,1,0,1,2,0,0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0
117,1000 Brussels,flat,apartment,350000,1,74.0,Partially equipped,1,1,,7,0,Normal,1932,12.0,0,30.0,1,8.0,1,1,1,2,0,0,8.127474051895428,1,0,1,0,235.5461999433539,6.598699075454906,0
118,1000 Brussels,flat,apartment,620000,2,163.0,Super equipped,2,3,1,,0,New,2000,24.0,1,68.0,0,11.0,1,1,1,2,1,50.0,17.0,1,0,1,0,518.8382512265769,15.0,0
119,1000 Brussels,flat,apartment,325000,2,100.0,Super equipped,1,1,1,4,0,New,2022,16.0,0,29.289579041728047,1,10.894768364049595,1,1,1,4,0,0,10.0,1,1,1,0,318.3056755991269,8.9171609127769,0
120,1000 Brussels,flat,apartment,275000,1,80.0,Super equipped,1,1,1,4,0,New,2022,14.0,0,23.431663233382437,1,8.715814691239675,1,1,1,4,0,0,8.786458434481544,1,1,1,0,254.64454047930155,7.13372873022152,0
