,Locality,Type of property,Subtype of property,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Floor of appartment,Number of floors,Balcony,State of the property,Build Year,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Entry phone,Elevator,Number of showers,Number of facades,Terrace,Surface terrace,Surface bedroom 2,Security door,Access for disabled,Sewer Connection,Garden,Surface garden,Surface bedroom 3,Garage
17733,9473 Welle,house,residence,295000,3,189.0,Partially equipped,2,1,,3,0,Excellent,1952,19.0,0,42.0,0,22.0,0,0,1,2,0,0,8.0,0,0,0,0,601.5977268823499,21.0,1
17734,9473 Welle,house,residence,275000,5,175.0,Partially equipped,1,2,,,0,Normal,,10.0,0,31.0,0,11.0,0,0,1,2,0,0,10.0,0,0,1,0,557.0349322984721,12.0,1
17735,9473 Welle,house,residence,411084,3,157.0,Partially equipped,1,1,,,0,New,,21.302158529532797,0,45.98463909551303,0,17.104786331557865,0,0,1,3,0,0,17.243424677670028,0,0,1,0,499.73991069062924,13.999942633059733,0
17736,9473 Welle,house,residence,388564,,157.0,Partially equipped,1,1,,,0,New,,21.302158529532797,0,45.98463909551303,0,17.104786331557865,0,0,1,3,0,0,17.243424677670028,0,0,1,0,499.73991069062924,13.999942633059733,0
17737,9473 Welle,house,residence,575000,3,245.0,Partially equipped,2,2,,2,0,Excellent,1945,14.0,0,22.0,0,24.0,0,0,1,4,0,0,9.0,0,0,1,0,779.848905217861,17.0,0
17738,9500 Geraardsbergen,house,mixed-building,230000,3,156.0,Super equipped,1,2,,,0,To be renovated,,21.166475991128127,0,21.0,0,16.995838647917367,0,0,1,2,0,0,17.13359394723901,0,0,1,0,496.556853934638,13.910771023931964,1
17739,9500 Geraardsbergen,house,residence,149000,5,136.0,Partially equipped,1,2,,,0,New,,18.45282522303478,0,39.833827496750146,0,14.816884975107449,0,0,1,2,0,0,14.936979338618624,0,0,1,0,432.8957188148126,12.127338841376584,0
17740,9500 Geraardsbergen,house,residence,325000,3,164.0,Super equipped,1,1,,3,0,New,1950,16.0,0,30.0,0,22.0,0,0,1,2,0,0,13.0,0,0,1,0,522.0213079825681,4.0,1
17741,9500 Geraardsbergen,house,residence,230000,3,156.0,Super equipped,1,2,,,0,To be renovated,,21.166475991128127,0,21.0,0,16.995838647917367,0,0,1,2,0,0,17.13359394723901,0,0,1,0,496.556853934638,13.910771023931964,1
17742,9500 Geraardsbergen,house,residence,320000,3,160.0,Partially equipped,1,2,,,0,Normal,1982,21.709206144746798,0,46.863326466764875,0,17.43162938247935,0,0,1,3,0,0,17.572916868963087,0,0,1,0,509.2890809586031,14.26745746044304,1
17743,9500 Geraardsbergen,house,residence,510342,3,206.0,Super equipped,1,1,,,0,New,,27.950602911361504,0,60.33653282595978,0,22.443222829942165,0,0,1,4,0,0,22.625130468789973,0,0,1,0,655.7096917342014,18.369351480320415,1
17744,9500 Geraardsbergen,house,residence,517405,3,230.0,Partially equipped,1,2,,,0,New,,31.206983833073522,0,67.36603179597451,0,25.05796723731407,0,0,1,4,0,0,25.261067999134436,0,0,1,0,732.1030538779919,20.50947009938687,0
17745,9500 Geraardsbergen,house,residence,190000,3,178.0,Partially equipped,1,1,,4,0,Excellent,1952,14.0,1,27.0,1,19.39268768800828,0,0,1,2,0,0,15.0,0,0,1,0,566.584102566446,8.0,0
17746,9500 Geraardsbergen,flat,apartment,206000,2,80.0,Partially equipped,1,1,,4,0,New,1977,14.0,0,29.0,0,8.715814691239675,1,1,1,2,1,40.0,9.0,0,0,1,0,254.64454047930155,7.13372873022152,0
17747,9500 Geraardsbergen,house,residence,268000,4,165.0,Partially equipped,1,2,,,0,To be renovated,1960,16.0,0,45.0,1,10.0,0,0,1,4,1,12.0,20.0,0,0,1,1,1500.0,12.0,1
17748,9500 Geraardsbergen,house,residence,198000,3,165.0,Partially equipped,1,1,,,0,To be renovated,,22.387618836770134,0,48.32780541885128,0,17.97636780068183,0,0,1,2,1,12.0,18.122070521118182,0,0,1,1,500.0,14.713315506081885,1
17749,9500 Geraardsbergen,house,residence,324000,3,175.0,Super equipped,1,1,,,0,Normal,,23.74444422081681,0,39.0,0,19.06584463708679,0,0,1,2,0,0,19.220377825428375,0,0,1,0,557.0349322984721,15.605031597359575,1
17750,9500 Geraardsbergen,house,villa,415000,3,236.0,Super equipped,1,2,,,0,Excellent,1984,19.0,0,39.0,1,14.0,0,0,1,4,0,0,17.0,0,0,1,0,751.2013944139395,16.0,1
17751,9500 Geraardsbergen,house,residence,149000,2,140.0,Partially equipped,1,1,,,0,Normal,1960,12.0,0,40.0,0,15.252675709669433,0,0,1,2,1,20.0,10.0,0,0,1,0,445.6279458387777,10.0,0
17752,9500 Geraardsbergen,flat,apartment,235000,1,70.0,Partially equipped,1,1,,1,0,Normal,2017,13.0,0,39.0,0,7.626337854834716,1,1,1,2,1,40.0,7.6881511301713505,0,1,1,0,222.81397291938885,6.24201263894383,0
17753,9500 Geraardsbergen,house,villa,1699000,3,518.0,Partially equipped,2,3,,,0,Normal,,23.0,0,55.0,1,8.0,1,0,1,4,1,46.0,14.0,0,0,1,0,1648.8233996034776,19.0,1
17754,9500 Geraardsbergen,house,residence,375000,2,205.0,Super equipped,1,1,,2,0,Excellent,,14.0,0,30.0,0,12.0,0,0,1,4,0,0,13.0,0,0,1,0,652.5266349782102,18.280179871192644,1
17755,9500 Geraardsbergen,house,residence,279000,4,245.0,Partially equipped,1,2,,,0,To be renovated,1973,33.24222190914353,0,71.75946865223372,1,26.692182491921507,0,0,1,4,0,0,26.908528955599728,0,0,1,0,779.848905217861,21.847044236303404,1
17756,9500 Geraardsbergen,house,residence,279000,4,250.0,Super equipped,1,1,,,0,Normal,,33.920634601166874,0,73.22394760432012,1,27.236920910123988,0,0,1,2,1,,27.457682607754823,0,0,1,1,795.7641889978173,22.29290228194225,1
17757,9500 Geraardsbergen,flat,apartment,216000,2,104.0,Partially equipped,1,1,2,,0,New,2021,14.11098399408542,0,30.46116220339717,0,11.330559098611579,1,1,1,2,1,8.0,11.422395964826006,0,0,1,0,331.037902623092,9.273847349287976,0
17758,9500 Geraardsbergen,house,villa,301520,3,383.0,Super equipped,1,1,,,0,New,2022,51.96641220898765,0,112.17908772981842,0,41.72696283430995,0,0,1,4,0,0,42.06516975508039,0,0,1,1,1219.110737544656,34.15272629593553,1
17759,9500 Geraardsbergen,house,residence,395000,3,,Super equipped,1,2,,,0,Normal,2014,17.0,0,33.0,0,14.0,0,0,1,4,0,0,10.0,0,0,1,0,,10.0,1
17760,9500 Geraardsbergen,house,residence,457831,3,,Partially equipped,1,2,,,0,New,,,0,,0,,0,0,1,3,0,0,,0,0,1,0,,,1
17761,9500 Geraardsbergen,house,residence,559500,4,400.0,Super equipped,1,3,,4,0,Normal,1986,54.273015361866996,0,40.0,0,43.57907345619838,0,0,1,4,0,0,43.93229217240771,0,0,1,0,1273.2227023965077,35.6686436511076,1
17762,9500 Geraardsbergen,house,residence,431221,3,,Partially equipped,1,2,,,0,New,,,0,,0,,0,0,1,3,0,0,,0,0,1,0,,,0
17763,9500 Geraardsbergen,house,residence,431202,3,,Partially equipped,1,2,,,0,New,,,0,,0,,0,0,1,3,0,0,,0,0,1,0,,,0
17764,9500 Geraardsbergen,flat,apartment,210000,2,89.0,Super equipped,1,1,,,0,Normal,2009,11.0,0,38.0,1,9.69634384400414,1,1,1,2,0,0,10.0,0,0,1,0,283.292051283223,7.936273212371441,0
17765,9500 Geraardsbergen,house,residence,395000,2,175.0,Super equipped,2,2,,3,0,Normal,1935,18.0,0,26.0,0,19.06584463708679,0,0,2,4,0,0,14.0,0,1,1,0,557.0349322984721,10.0,0
17766,9500 Geraardsbergen,house,residence,277000,3,100.0,Partially equipped,1,1,,2,0,Excellent,1932,6.0,0,31.0,0,13.0,0,0,1,2,1,14.0,12.0,0,0,1,1,642.0,13.0,1
17767,9500 Geraardsbergen,house,villa,650000,4,251.0,Super equipped,2,1,,3,0,Normal,2011,20.0,0,45.0,0,20.0,0,0,1,4,0,0,25.0,0,0,1,0,798.9472457538086,18.0,1
17768,9500 Geraardsbergen,house,residence,330000,7,313.0,Super equipped,4,4,,,0,Excellent,1957,25.0,0,30.0,1,18.0,0,0,1,3,0,0,17.0,0,0,1,0,996.2967646252673,17.0,1
17769,9500 Geraardsbergen,house,residence,317065,3,380.0,Super equipped,1,1,,,0,New,2022,51.559364593773644,0,111.30040035856658,0,41.40011978338846,0,0,1,3,0,0,41.735677563787334,0,0,1,1,1209.5615672766824,33.88521146855222,1
17770,9500 Geraardsbergen,house,residence,330000,4,224.0,Partially equipped,2,1,,,0,New,1962,10.0,0,16.0,1,24.404281135471095,0,0,1,3,0,0,14.0,0,0,1,1,1453.0,14.0,1
17771,9500 Geraardsbergen,house,residence,239000,3,156.0,Partially equipped,1,2,,,0,New,,18.0,0,30.0,0,16.995838647917367,0,0,1,2,0,0,16.0,0,0,1,0,496.556853934638,15.0,1
17772,9500 Geraardsbergen,house,villa,332065,3,830.0,Super equipped,1,1,,,0,New,2022,112.61650687587401,0,243.1035060463428,0,90.42657742161164,0,0,1,4,0,0,91.15950625774602,0,0,1,1,2641.9371074727533,74.01243557604828,1
17773,9500 Geraardsbergen,house,residence,625000,4,200.0,Partially equipped,1,5,,,0,Normal,,27.136507680933498,0,58.57915808345609,0,21.78953672809919,0,0,1,3,0,0,21.966146086203857,0,1,1,0,636.6113511982538,17.8343218255538,0
17774,9500 Geraardsbergen,house,master-house,559500,4,400.0,Super equipped,1,3,,4,0,Normal,1986,54.273015361866996,0,40.0,0,43.57907345619838,0,0,1,4,0,0,43.93229217240771,0,0,1,0,1273.2227023965077,35.6686436511076,1
17775,9500 Geraardsbergen,house,master-house,339000,2,262.0,Partially equipped,1,3,,5,0,Excellent,,33.0,0,51.0,1,28.54429311380994,0,0,1,2,1,26.0,17.0,0,0,1,0,833.9608700697125,23.36296159147548,0
17776,9500 Geraardsbergen,house,master-house,520000,5,387.0,Super equipped,2,3,,,0,Excellent,1933,52.50914236260632,0,113.35067089148754,1,42.162753568871935,0,0,1,2,0,0,42.50449267680447,0,0,1,0,1231.8429645686213,34.509412732446606,1
17777,9500 Geraardsbergen,house,mixed-building,269900,3,303.0,Partially equipped,2,1,,2,0,To be renovated,,41.11180913661425,0,88.74742449643598,0,33.01114814307027,0,0,1,2,0,0,33.278711320598845,0,0,1,0,964.4661970653545,27.01899756571401,0
17778,9500 Geraardsbergen,house,mixed-building,395000,6,240.0,Partially equipped,3,6,,,0,Excellent,,17.0,0,40.0,1,26.14744407371903,0,0,1,2,0,0,15.0,0,0,1,1,42.0,19.0,1
17779,9500 Geraardsbergen,flat,duplex,178000,3,130.0,Partially equipped,1,2,3,3,0,Normal,,12.0,0,38.07645275424646,0,14.163198873264474,1,0,1,2,1,10.0,10.0,0,0,1,0,413.797378278865,25.0,0
17780,9500 Geraardsbergen,house,villa,559500,4,400.0,Super equipped,1,3,,4,0,Normal,1986,54.273015361866996,0,40.0,0,43.57907345619838,0,0,1,4,0,0,43.93229217240771,0,0,1,0,1273.2227023965077,35.6686436511076,1
17781,9500 Geraardsbergen,house,villa,694000,3,300.0,Partially equipped,3,3,,,0,Normal,1994,15.0,0,87.86873712518414,0,32.68430509214878,1,0,2,4,1,25.0,20.0,0,0,1,0,954.9170267973808,16.0,1
17782,9500 Geraardsbergen,house,residence,325000,3,,Partially equipped,1,1,,,0,New,1975,16.0,0,31.0,0,,0,0,1,4,0,0,16.0,0,0,1,1,1085.0,14.0,1
17784,9500 Geraardsbergen,house,residence,431292,3,,Partially equipped,1,2,,,0,New,,,0,,0,,0,0,1,3,0,0,,0,0,1,0,,,0
17785,9500 Geraardsbergen,house,residence,225000,4,281.0,Partially equipped,1,1,,3,0,To be renovated,1912,38.126793291711564,0,82.30371710725582,0,30.614299102979363,0,0,1,4,0,0,30.86243525111642,0,0,1,0,894.4389484335467,25.057222164903088,0
17786,9500 Geraardsbergen,house,residence,189000,3,83.0,Partially equipped,1,1,,,0,New,1969,10.0,0,27.0,0,7.0,0,0,1,4,0,0,11.0,0,0,1,0,264.19371074727536,5.0,0
17787,9500 Geraardsbergen,house,residence,115000,2,80.0,Super equipped,1,1,,3,0,Excellent,,13.0,0,13.0,0,4.0,0,0,1,2,0,0,12.0,0,0,1,1,38.0,7.13372873022152,0
17788,9500 Geraardsbergen,house,residence,165000,3,103.0,Partially equipped,1,1,,2,0,Excellent,,11.0,0,23.0,0,14.0,0,0,1,2,0,0,8.0,0,0,1,1,120.0,16.0,0
17789,9500 Geraardsbergen,house,residence,219000,5,180.0,Partially equipped,1,3,,3,0,New,1920,16.0,0,38.0,1,18.0,0,0,1,2,0,0,18.0,0,0,1,1,61.0,14.0,0
17790,9500 Geraardsbergen,house,residence,285000,3,192.0,Partially equipped,1,1,,,0,Excellent,,26.051047373696157,0,56.235991760117855,1,20.917955258975223,0,0,1,2,1,,21.087500242755702,0,0,1,1,611.1468971503236,17.12094895253165,1
17791,9500 Geraardsbergen,house,residence,140000,3,,Partially equipped,1,1,,,0,Normal,,,0,,0,,0,0,1,3,0,0,,0,0,1,0,,,0
17792,9500 Geraardsbergen,house,residence,189000,4,135.0,Partially equipped,1,1,,3,0,New,1950,14.0,0,24.0,1,21.0,0,0,1,2,1,20.0,11.0,0,0,1,1,80.0,13.0,0
17793,9500 Geraardsbergen,house,residence,119500,2,88.0,Partially equipped,1,1,,,0,To be renovated,1930,11.940063379610738,0,25.774829556720682,0,9.587396160363644,0,0,1,2,0,0,9.665104277929698,0,0,1,0,280.1089945272317,7.847101603243672,0
17794,9500 Geraardsbergen,house,residence,265000,4,265.0,Partially equipped,1,2,,,0,To be renovated,1950,35.95587267723688,0,77.61738446057933,0,28.87113616473143,0,0,1,2,0,0,29.10514356422011,0,0,1,1,520.0,23.630476418858784,1
17795,9500 Geraardsbergen,house,residence,240000,3,321.0,Partially equipped,1,1,,,0,To be renovated,1918,17.0,0,47.0,0,34.9722064485992,0,0,1,3,1,10.0,16.0,0,0,1,0,1021.7612186731974,13.0,1
17796,9500 Geraardsbergen,house,residence,135000,3,120.0,Partially equipped,1,1,,,0,To be renovated,,22.0,0,25.0,1,10.0,0,0,1,2,0,0,8.0,0,0,1,0,381.96681071895233,7.0,0
17797,9500 Geraardsbergen,house,residence,749000,3,233.0,Partially equipped,1,1,,2,0,Excellent,2005,16.0,0,24.0,0,25.384810288235556,1,0,1,4,0,0,13.0,0,0,1,0,741.6522241459658,8.0,1
17798,9500 Geraardsbergen,house,residence,339000,2,262.0,Partially equipped,1,3,,5,0,Excellent,,33.0,0,51.0,1,28.54429311380994,0,0,1,2,1,26.0,17.0,0,0,1,0,833.9608700697125,23.36296159147548,0
17800,9500 Geraardsbergen,house,residence,145000,3,115.0,Partially equipped,1,1,,2,0,Excellent,,14.0,0,32.0,1,9.0,0,0,1,2,1,25.0,10.0,0,0,1,0,366.05152693899595,10.254735049693435,0
17801,9500 Geraardsbergen,house,residence,135000,1,60.0,Partially equipped,1,1,,,0,New,,16.0,0,30.0,0,6.536861018429757,0,0,1,2,0,0,6.0,0,0,1,1,100.0,5.35029654766614,0
17804,9500 Geraardsbergen,house,residence,446839,3,143.0,Partially equipped,1,2,,,0,New,,19.40260299186745,0,41.88409802967111,0,15.57951876059092,0,0,1,3,0,0,15.705794451635759,0,0,1,0,455.1771161067515,12.751540105270967,1
17805,9500 Geraardsbergen,house,residence,90000,2,,Not equipped,1,1,,,0,To be renovated,,,0,17.0,1,10.0,0,0,1,2,0,0,,0,0,0,0,,,0
17806,9500 Geraardsbergen,house,residence,270000,3,195.0,Partially equipped,1,2,,,0,To be renovated,1970,26.458094988910158,0,57.11467913136969,1,21.244798309896712,0,0,1,4,1,30.0,21.416992434048762,0,0,1,1,50.0,17.388463779914957,1
17807,9500 Geraardsbergen,house,residence,125000,4,164.0,Not equipped,1,1,,,0,To be renovated,1938,19.0,0,30.0,1,10.0,0,0,1,2,0,0,15.0,0,0,1,0,522.0213079825681,21.0,0
17808,9500 Geraardsbergen,house,residence,245000,2,180.0,Partially equipped,1,2,,3,0,Excellent,1957,20.0,0,52.721242275110484,0,19.610583055289272,0,0,1,2,1,16.0,20.0,0,0,1,1,3000.0,16.05088964299842,0
17809,9500 Geraardsbergen,house,residence,269000,4,199.0,Partially equipped,1,1,,3,0,To be renovated,1957,16.0,0,31.0,1,21.680589044458696,0,0,1,4,0,0,17.0,0,0,1,0,633.4282944422625,13.0,0
17810,9500 Geraardsbergen,house,residence,68000,1,45.0,Partially equipped,1,1,,2,0,To be renovated,,6.1057142282100365,0,13.180310568777621,0,4.902645763822318,0,0,1,2,0,,4.9423828693958685,0,0,1,0,143.2375540196071,4.012722410749605,0
17811,9500 Geraardsbergen,house,residence,329808,3,490.0,Super equipped,1,1,,,0,New,2022,66.48444381828706,0,143.51893730446744,0,53.384364983843014,0,0,1,3,0,0,53.817057911199456,0,0,1,1,1559.697810435722,43.69408847260681,1
17812,9500 Geraardsbergen,house,residence,369000,3,,Partially equipped,1,1,,,0,Normal,,,0,,0,,0,0,1,2,0,0,,0,0,1,0,,,1
17813,9500 Geraardsbergen,house,residence,379000,4,197.0,Partially equipped,2,2,,,0,New,,26.0,0,31.0,0,21.462693677177704,0,0,1,3,1,33.0,18.0,0,0,1,1,1300.0,12.0,0
17814,9500 Geraardsbergen,house,residence,179000,5,350.0,Partially equipped,2,1,,3,0,Excellent,,47.48888844163362,0,102.51352664604816,0,38.13168927417358,0,0,1,2,0,0,38.44075565085675,0,0,1,0,1114.0698645969442,31.21006319471915,0
17815,9500 Geraardsbergen,house,residence,402925,3,143.0,Partially equipped,1,2,,,0,New,,19.40260299186745,0,41.88409802967111,0,15.57951876059092,0,0,1,3,0,0,15.705794451635759,0,0,1,0,455.1771161067515,12.751540105270967,1
17816,9500 Geraardsbergen,house,residence,700900,3,243.0,Super equipped,3,2,,4,0,New,,14.0,0,71.17367707139915,0,26.474287124640515,0,1,3,2,1,9.0,26.68886749473769,0,1,1,0,773.4827917058784,21.66870101804787,0
17817,9500 Geraardsbergen,house,residence,772770,3,279.0,Super equipped,3,2,,4,0,New,,37.855428214902226,0,81.71792552642125,0,30.39640373569837,0,1,3,2,1,46.0,30.64277379025438,0,1,1,1,12.0,24.878878946647554,0
17818,9500 Geraardsbergen,house,residence,576000,3,209.0,Super equipped,2,2,,,0,New,2022,18.0,0,61.21522019721162,0,22.770065880863655,0,1,2,2,1,9.0,12.0,0,0,1,0,665.2588620021753,12.0,0
17819,9500 Geraardsbergen,house,residence,138000,3,150.0,Partially equipped,1,1,,,0,Excellent,,16.0,0,43.93436856259207,0,16.34215254607439,0,0,1,2,1,8.0,16.0,0,1,1,0,477.4585133986904,20.0,0
17820,9500 Geraardsbergen,house,residence,270000,5,,Fully equipped,2,2,,2,0,Normal,,,0,30.0,1,13.0,0,0,1,2,0,0,,0,0,1,0,,,0
17821,9500 Geraardsbergen,house,residence,99000,2,75.0,Not equipped,1,1,,,0,To be renovated,,10.17619038035006,0,21.967184281296035,0,8.171076273037196,0,0,1,3,0,0,8.237304782326447,0,0,1,0,238.7292566993452,6.687870684582675,0
17822,9500 Geraardsbergen,house,residence,245000,5,293.0,Fully equipped,1,1,,,0,Normal,,39.754983752567576,0,36.0,1,21.0,0,0,1,2,1,16.0,32.180404016288655,0,0,0,1,932.6356295054419,26.127281474436316,1
17823,9500 Geraardsbergen,house,residence,398785,3,170.0,Super equipped,1,2,,,0,New,,23.066031528793474,0,49.79228437093768,0,18.521106218884313,0,0,1,3,0,0,18.67122417327328,0,0,1,0,541.1196485185158,15.15917355172073,0
17824,9500 Geraardsbergen,house,residence,522542,3,174.0,Super equipped,1,1,,,0,New,,23.608761682412144,0,50.963867532606805,0,18.956896953446297,0,0,1,4,0,0,19.110547094997358,0,0,1,0,553.8518755424808,15.515859988231806,1
17825,9500 Geraardsbergen,house,residence,318000,3,125.0,Partially equipped,1,2,,2,0,New,,16.960317300583437,0,36.61197380216006,0,13.618460455061994,0,0,1,3,0,0,13.728841303877411,0,0,1,1,269.0,11.146451140971125,0
17826,9500 Geraardsbergen,house,residence,219000,3,235.0,Partially equipped,3,2,,3,0,Excellent,,11.0,0,41.0,0,17.0,0,0,2,2,1,6.0,24.0,0,0,1,0,748.0183376579482,31.0,1
17828,9500 Geraardsbergen,house,residence,180000,3,,Partially equipped,1,1,,,1,New,2012,,0,,0,,0,0,1,2,0,0,,0,0,1,1,,,0
17829,9500 Geraardsbergen,house,residence,155000,6,,Partially equipped,1,1,,,0,Normal,,,0,,0,,0,0,1,2,0,0,,0,0,1,0,,,0
17830,9500 Geraardsbergen,house,residence,195000,3,137.0,Partially equipped,1,2,,,0,To be renovated,,17.0,0,16.0,1,8.0,0,0,1,2,0,0,15.0,0,0,1,0,436.0787755708039,8.0,0
17831,9500 Geraardsbergen,house,residence,179000,2,105.0,Partially equipped,1,1,,2,0,Excellent,,20.0,0,16.0,0,11.0,0,0,1,2,0,0,16.0,0,0,1,0,334.2209593790833,17.0,0
17832,9500 Geraardsbergen,house,residence,825000,3,385.0,Fully equipped,2,4,,,0,Excellent,1999,52.23777728579698,0,70.0,1,41.94485820159094,0,0,1,4,0,0,42.284831215942425,0,0,1,0,1225.4768510566387,34.331069514191064,1
17833,9500 Geraardsbergen,house,residence,98000,2,,Fully equipped,1,1,,,0,Normal,,,0,,0,,0,0,1,2,0,0,,0,0,1,0,,,0
17834,9500 Geraardsbergen,house,residence,411514,,189.0,Partially equipped,1,1,,,0,New,,25.643999758482156,0,55.35730438886601,0,20.591112208053733,0,0,1,3,0,0,20.758008051462646,0,0,1,0,601.5977268823499,16.85343412514834,0
17835,9500 Geraardsbergen,house,residence,239000,5,325.0,Partially equipped,2,2,,,0,Excellent,,19.0,0,62.0,1,18.0,0,0,1,3,1,,15.0,0,0,1,1,456.0,18.0,1
17836,9500 Geraardsbergen,house,residence,270000,3,151.0,Partially equipped,1,1,,3,0,New,,20.48806329910479,0,44.22726435300935,0,16.45110022971489,0,0,1,2,1,47.0,16.584440295083912,0,0,1,1,480.64157015468163,13.46491297829312,0
17837,9500 Geraardsbergen,house,residence,599000,5,495.0,Partially equipped,1,1,,,0,To be renovated,1954,67.1628565103104,0,144.98341625655382,1,53.9291034020455,0,0,1,2,0,0,54.36621156335455,0,0,1,0,1575.6130942156783,44.13994651824566,1
17838,9500 Geraardsbergen,house,residence,343515,3,,Partially equipped,1,1,,,0,Normal,,,0,,0,,0,0,1,3,0,0,,0,0,1,0,,,0
17839,9500 Geraardsbergen,house,residence,289000,3,110.0,Super equipped,1,2,,2,0,Normal,2019,14.925079224513423,0,32.21853694590085,0,11.984245200454554,0,0,1,2,1,43.0,12.081380347412122,0,0,1,0,350.1362431590396,9.80887700405459,0
17840,9500 Geraardsbergen,house,residence,299000,3,110.0,Super equipped,1,1,,2,0,Normal,2019,14.925079224513423,0,32.21853694590085,0,11.984245200454554,0,0,1,2,1,45.0,12.081380347412122,0,0,1,0,350.1362431590396,9.80887700405459,0
17841,9500 Geraardsbergen,house,residence,169000,2,,Fully equipped,1,1,,2,0,To be renovated,,,0,17.0,1,,0,0,1,2,0,0,,0,0,0,0,,,0
17842,9500 Geraardsbergen,house,residence,179000,3,183.0,Partially equipped,1,1,,2,0,To be renovated,1950,19.0,0,18.0,0,19.937426106210758,0,0,1,2,1,16.0,19.0,0,0,1,1,275.0,16.31840447038173,1
17843,9500 Geraardsbergen,house,residence,270000,2,166.0,Partially equipped,1,1,,,0,New,,22.523301375174803,0,48.62070120926856,0,18.08531548432233,0,0,1,2,0,,18.231901251549203,0,0,1,1,26.0,14.802487115209654,0
17844,9500 Geraardsbergen,flat,apartment,295000,1,200.0,Super equipped,1,1,,,0,Normal,2013,27.136507680933498,0,58.57915808345609,0,21.78953672809919,1,0,1,4,0,0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,0
17846,9500 Geraardsbergen,flat,apartment,205000,1,70.0,Super equipped,1,1,1,,0,Normal,,14.0,0,32.0,1,7.626337854834716,1,1,1,4,1,7.0,7.6881511301713505,0,0,1,0,222.81397291938885,6.24201263894383,0
17847,9500 Geraardsbergen,flat,apartment,299000,1,72.0,Super equipped,1,1,2,3,0,Normal,,16.0,0,33.0,0,7.844233222115708,1,1,1,4,1,13.0,7.907812591033389,0,0,1,0,229.1800864313714,6.420355857199368,0
17848,9500 Geraardsbergen,flat,apartment,299000,1,71.0,Super equipped,1,1,2,,0,Normal,,15.0,0,33.0,0,7.735285538475212,1,1,1,4,1,16.0,7.79798186060237,0,0,1,0,225.9970296753801,6.331184248071599,0
17849,9500 Geraardsbergen,flat,apartment,270000,2,115.0,Partially equipped,1,1,1,,0,New,,15.603491916536761,0,33.683015897987254,0,12.528983618657035,1,1,1,2,1,7.0,12.630533999567218,0,0,1,0,366.05152693899595,10.254735049693435,0
17850,9500 Geraardsbergen,flat,apartment,245000,2,101.0,Partially equipped,1,1,1,,0,New,,13.703936378871417,0,29.58247483214533,0,11.00371604769009,1,1,1,2,1,8.0,11.092903773532948,0,0,1,0,321.4887323551182,9.00633252190467,0
17851,9500 Geraardsbergen,flat,apartment,200000,1,77.0,Partially equipped,1,1,1,,0,New,,10.447555457159396,0,22.552975862130598,0,8.388971640318188,1,1,1,2,1,6.0,8.456966243188486,0,0,1,0,245.09537021132772,6.866213902838213,0
17852,9500 Geraardsbergen,flat,apartment,235000,1,93.0,Partially equipped,1,1,2,,0,New,,12.618476071634076,0,27.239308508807085,0,10.132134578566124,1,1,1,2,1,10.0,10.214257930084795,0,0,1,0,296.024278307188,8.292959648882517,0
17853,9500 Geraardsbergen,flat,apartment,240000,2,95.0,Partially equipped,1,1,,,0,New,,12.889841148443411,0,27.825100089641644,0,10.350029945847115,1,1,1,2,1,10.0,10.433919390946834,0,0,1,0,302.3903918191706,8.471302867138055,0
17854,9500 Geraardsbergen,flat,apartment,145000,2,72.0,Fully equipped,1,1,,,0,Normal,,9.76914276513606,0,27.0,0,9.0,0,0,1,4,0,,7.907812591033389,0,0,0,0,229.1800864313714,6.420355857199368,0
17855,9500 Geraardsbergen,flat,apartment,228000,1,101.0,Fully equipped,1,1,3,3,0,New,2015,13.703936378871417,0,29.58247483214533,0,11.00371604769009,1,1,1,2,1,5.0,11.092903773532948,1,0,1,0,321.4887323551182,9.00633252190467,0
17856,9500 Geraardsbergen,house,mixed-building,225000,4,257.0,Partially equipped,1,1,,,0,To be renovated,,34.87041236999954,0,75.27421813724108,0,27.99955469560746,0,0,1,4,0,0,28.226497720771956,0,0,1,1,818.0455862897562,22.917103545836632,0
17857,9500 Geraardsbergen,flat,apartment,130000,2,,Partially equipped,1,1,3,3,0,Excellent,,12.0,0,,1,,1,1,1,2,0,0,10.0,0,0,1,0,,,1
17858,9500 Geraardsbergen,house,residence,795000,5,400.0,Partially equipped,3,1,,,0,Excellent,,54.273015361866996,0,117.15831616691219,0,43.57907345619838,0,0,1,3,0,0,43.93229217240771,0,0,1,0,1273.2227023965077,35.6686436511076,0
17859,9500 Geraardsbergen,house,residence,119000,2,122.0,Partially equipped,1,1,,2,0,Normal,,18.0,0,22.0,0,13.291617404140506,0,0,1,3,0,0,8.0,0,0,1,0,388.33292423093485,10.878936313587818,1
17860,9500 Geraardsbergen,house,residence,265000,3,140.0,Partially equipped,1,1,,,0,Excellent,,18.99555537665345,0,41.005410658419265,0,15.252675709669433,0,0,1,2,1,18.0,15.376302260342701,0,0,1,1,70.0,12.48402527788766,1
17861,9500 Geraardsbergen,house,residence,438206,3,180.0,Super equipped,1,1,,,0,New,2021,24.422856912840146,0,52.721242275110484,0,19.610583055289272,0,0,1,4,0,0,19.769531477583474,0,0,1,0,572.9502160784284,16.05088964299842,1
